"created_at","text","sentiment"
"2013-01-25 16:25:09","$AAPL should buy a gold miner at this point and just drill the earth with their cash hoard.  'Be evil' campaign...mix it up","positive"
"2013-01-25 16:25:34","$CRUS is looking gd at HOD only 11:30am next station we pull up too 30 then my end PT is 200day magnet to 31.84 still about 2pts away","positive"
"2013-01-25 16:42:38","$GMCR looks good filling gap up to 50","positive"
"2013-01-25 16:44:47","This market is rollling over folks $Study 8/10 days green? With momo stocks leading this market lower $AAPL $VXX","negative"
"2013-01-25 17:08:47","""@user: $GMCR looks like the free money trade for today. Headed to 49+"" - so far so good","positive"
"2013-01-25 17:10:47","Looking at $FB and $CSTR for longs next wk","positive"
"2013-01-25 17:13:36","Green Weekly Triangle on $AMPE,....Updating URL ","negative"
"2013-01-25 17:13:43","Took off my final $DDD piece at 70.6 long from 35.2 +100%","positive"
"2013-01-25 17:14:07","i dont have a tech friend in world that owns the stock ...thats why ""@user: $PCLN No one Believes anymore :  URL ","positive"
"2013-01-25 17:15:40","Why would you buy $AAPL when you can buy $CRUS where the growth is... As $AAPL sells ipads and Iphones like crazy $CRUS benefits","positive"
"2013-01-25 17:16:16","@user $LNKD the next $NFLX ???","positive"
"2013-01-25 17:22:54","$AAPL By By 440!! next 425","negative"
"2013-01-25 17:28:33","""@user: $CRUS still getting squeezed lol"" agreed for another 2 pts","positive"
"2013-01-25 17:31:09","gap filled, time for $aapl to wake up.","positive"
"2013-01-25 17:31:23","$AAPL I told you!!","negative"
"2013-01-25 18:00:06","Anybody else hearing about one of the large credit card payment processing firms being down (unable to process payments)? $MA $V $AXP","negative"
"2013-01-25 18:05:58","$AAPL weekly RSI finally back under 30 - 1st time since autumn 2008 by lower trend line- Williams 80 URL ","positive"
"2013-01-25 18:39:25","$ANAD looking to break out over 2.70","positive"
"2013-01-25 18:39:33","My pal has me all jazzed about $TSLA which I just bought for first time ... @user better be right. @user nailed this and my axe on it","positive"
"2013-01-25 18:49:37","$AAPL Bull Trap Here","negative"
"2013-01-25 19:02:25","FAVED... ""@user: $AAPL It must be close to the bottom because I'm making money on the short side.""","positive"
"2013-01-25 19:12:32","$RSH Enfuego...maybe Icahn long URL ","positive"
"2013-01-25 19:17:42","$AAPL Ouch !!!!","negative"
"2013-01-25 19:27:12","$GS got some 145C march options today. Will leave them probably till expiration.","positive"
"2013-01-25 19:35:19","$SWI was a beaut","positive"
"2013-01-25 19:48:28","Next time you see a free money trade free tweet then ignore at your own risk ;) $AMZN $GMCR","positive"
"2013-01-25 19:49:11","$AAPL has a herculean task ahead at 465","negative"
"2013-01-25 20:05:01","Is it the doomsday for $AAPL?","negative"
"2013-01-25 20:05:57","$AAPL Hmmm Lower on Volume.... Will see...","negative"
"2013-01-25 20:14:06","$AAPL Ouffffff","negative"
"2013-01-25 20:14:40","$AAPL we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460/440","positive"
"2013-01-25 20:15:49","@user @zeno123 $ANR of course looking at intra-day is irrelevant for swing trading. no sign revrs URL ","negative"
"2013-01-25 20:26:59","some listened to my BIG signal on $NVDA this morning and are shocked how fast that money was ! URL ","positive"
"2013-01-25 20:44:25","$AAPL sharing a few thoughts Have a great weekend. POSTED VIDEO  URL ","negative"
"2013-01-25 20:48:28","$VRNG - taking an overnight position for few days 3.30 - looks prime - someone accumulating some here - for something","positive"
"2013-01-25 20:57:27","$CERN hitting resistance near 84 again today, IMO, when it breaks it, will be a big run to new highs URL ","positive"
"2013-01-25 20:58:51","$SCHW - new 52 week hi & looking to close on hi - like it - we will buy more","positive"
"2013-01-25 21:01:31","$CLSN Good luck to everyone holding long, cancer patients need this more than we do!","positive"
"2013-01-25 21:17:39","$AET $DVA nice job shaking off the hate and closing with bullish doji candles for the day","positive"
"2013-01-25 21:36:01","$AAPL failed to get a candle close over the 50% retrace on the day. inverse abcd, imo  URL ","negative"
"2013-01-25 21:40:31","$AAPL is dead. No 2 ways about it.","negative"
"2013-01-25 21:48:05","Netflix had a great year this week, up 71%. Wow. $NFLX","positive"
"2013-01-25 21:51:08","Glad that the easy money trade is over. Every joker thought that making money in the market is synonym with getting long $AAPL","negative"
"2013-01-25 22:07:27","$CAT Looking for miss.  Gap fill to 89","negative"
"2013-01-25 22:23:55","$INVN nice follow through day with great volume again.","positive"
"2013-01-25 22:24:50","Some breakouts today: $AGCO $CAM $FLR $GMCR $HAL $JEC $KLAC $MCRS $MOS $NKE $OSK $PG $TEX $TMO $TOO","positive"
"2013-01-25 23:23:43","Don't shoot the mailman Point & Figure target $AAPL $NDX $QQQ Sorry #APPLE Heads URL ","negative"
"2013-01-25 23:59:37","The phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies $AMZN $CRM $RAX $NFLX $DDD $LNKD","negative"
"2013-01-26 01:09:29","$ADNC Now that the gap is filled...  Other set ups I like: $MCP $CHK $WCG $APOL URL URL ","positive"
"2013-01-26 02:19:09","$coh - no URL ","negative"
"2013-01-26 04:15:27","$ZUMZ - this looks like a big power move to 24 - doing more research on it now see short intetest","positive"
"2013-01-26 04:29:17","$SEM see this going down.","negative"
"2013-01-26 06:16:07","""@user: $AAPL next stop is 435"" - low for today was 435. This stock may be dead but follows technicals to a tee","negative"
"2013-01-26 06:35:21","$AFL:  As noted - Clear buyable action on Tues. Close +3.9% for the first week. Support now near $51. MORE HERE URL ","positive"
"2013-01-26 06:36:42","$CAM - Closes the week strong after a decent first day action +1.5% coupled with an increase in volume. MORE HERE URL ","positive"
"2013-01-26 08:59:00","$QLGC seems to be finding long term range between 18.50 - 8.50 - This should be more of a position trade where you can accumulate lower","positive"
"2013-01-26 15:03:14","@user I thought $FIO is pure $FB play (flash) what do u know that analyst don't $FB maybe losing the youth but the kiddies LOVE Instagram","positive"
"2013-01-26 15:50:27","$HP after 7 straight green days that little red bar is signal to switch tracks to red for some normal profit taking","negative"
"2013-01-26 15:51:45","$CBOE the decreasing volume that slight red bar indicates after 19 straight up days it's time to switch to red bars and take some profits","negative"
"2013-01-26 15:56:24","$HES decrease volume now and a red bar will send this back to 57 - 2 points to be made more if goes higher - patience and wait","negative"
"2013-01-26 16:02:52","$HAR this gets one red bar size will ruin from Jan to now in 2 days target 46 - 4 points or more to made if goes higher wait for first red","negative"
"2013-01-26 16:13:46","$INVN - any panic surge higher start short entries and save $$ for red bar risky but timing top on next move is good scaling start for short","negative"
"2013-01-26 16:16:27","$INVN keep close eye on this one for surge up from short bagholders - may take 2 days first red bar finish is top big short score to be made","negative"
"2013-01-26 18:59:36","$YHOO Resting here after a nice move since November.  Watching for a break of 20.85 after earnings URL ","positive"
"2013-01-26 20:47:00","$GRPN Inverted Head and Shoulders still in play !!  URL ","positive"
"2013-01-26 20:57:32","$JPM broke out an important resistance at $46,87 with solid volume. The trend is in favour of Bulls URL ","positive"
"2013-01-26 21:16:47","$GIS - this is what all the others will do - first red bar major short!!! target 40 test","negative"
"2013-01-26 23:52:19","$DAL volume decreasing looking for start of the red bar sequence","negative"
"2013-01-26 23:53:04","$GRPN could test the 5.50 quick and make major move higher above 6.00 very bullish","positive"
"2013-01-27 00:00:17","$DSCO many little bios did well last week - $DSCO will have a huge day soon - it's in the history","positive"
"2013-01-27 00:01:15","$CYCC - have this one at 5.25 and 5.50 buying more 5.90 for b/out thru 6 - can go 7 easy - very small float 7 million and 18% short","positive"
"2013-01-27 00:40:02","$GMCR that gap 30-35 puts the weakest floor on this stock wouldn't be surprised to see it spill over and BURN!! everyone hot red coffee bars","negative"
"2013-01-27 00:53:27","$MCP either way, it's just 2 candles and back to $8. Next week will set the tone which way overall investor sentiment wants to take this","positive"
"2013-01-27 00:53:47","$ZQK first sign of decreasing volume and 3 (15) minute red bars with catalyst volume - short this back to 5.00 easy","negative"
"2013-01-27 02:39:40","Super shot - ""@user: Please help me get this viral. I mean what a putt under pressure URL $GOOG""","positive"
"2013-01-27 04:23:09","$SAM nothing holding up the mountain that green bar eft shoulder that red bar head (smallone - lol) we see red right bar start major short","negative"
"2013-01-27 06:29:44","@user $IL looks like it's getting ready for beast mode. Look at insider buying. Nice pick. I will be partaking, I think. Time2research.","positive"
"2013-01-27 14:02:29","@user Lots of good setups posted here 3 weeks ago: $EQIX $EXPE $FB $GS $HOG $MON $PII $QCOM $QIHU $SODA","positive"
"2013-01-27 14:46:01","$AAPL , want to buy more around $350","negative"
"2013-01-27 15:00:55","$P see what happened from October to Dec that slide - well it going to happen again on this historic rise wait for the red then start shorts","negative"
"2013-01-27 15:02:12","$VMI nice head and shoulders forming just need the left shoulder now and we see this go retest 140 to 138 range","negative"
"2013-01-27 15:24:27","@user $ABV $INFN $CBS - look great for shorts thanks","negative"
"2013-01-27 17:45:36","$AAPL weekly says that 350 is where there is some modicum of support. The game was over long time back.","negative"
"2013-01-27 18:04:25","Think $GMCR is the next mini $NFLX in the making. Earnings are around the corner. Needs watching how it behaves going into it?","positive"
"2013-01-27 18:46:15","What would I pay for Gmail.... $1,000 year, $2,000 ? I mean how do you value something so extraordinary ... $goog","positive"
"2013-01-27 19:14:38","$VHC has formed a symmetrical triangle. Breakout point is 35.5. MACD is bullish and RSI is above 60 URL ","positive"
"2013-01-27 19:29:19","$WNC consistent pattern of new highs and sell offs - next one looks like the selloff","negative"
"2013-01-27 19:30:18","$ARIA - decent pattern be patient for move above 21 will run to 23","positive"
"2013-01-27 19:33:15","$CTIC $MYRX - keeping close eye on both for volume surges up - don't miss the boat will go fast","positive"
"2013-01-27 20:23:54","$OSUR time start uptrend to fill upside gap break above 7.50 yields least .50 cent and test to 7.50 = .50 more from here = 1.00 - like it!","positive"
"2013-01-27 20:25:12","$OSUR stock very close to magic number ""7"" and holding see stabilization over 7.00 it will retest 7.50 break point - really like this one","positive"
"2013-01-27 20:33:36","$KBH tried short on Friday 18.25 tested 18 then came back 18.25 then 18.55 when comes back 18.33 I'll short attempt #2 break 18 target 16.50","negative"
"2013-01-27 20:58:55","@user That $LIFE is going to turn like that $TPX just did - if $TPX continues red - similar pattern","negative"
"2013-01-27 21:09:26","$CSTR looks kind of interesting. Needs more volume. A lot more.  URL ","positive"
"2013-01-28 03:35:32","$YHOO setting up for it's new 2013 range 22- 30 - move starts this week","positive"
"2013-01-28 03:40:32","$LNKD nov and dec had disease now its the cure - not a believer - shorting","negative"
"2013-01-28 04:07:04","$HOT - Fundamentals off. More of technical play. More here -> URL ","positive"
"2013-01-28 04:07:54","$HFC - Great group. Looks good. More here -> URL ","positive"
"2013-01-28 04:08:15","$STZ - Strong breakout then drifted a bit lower. Good action on Friday. More here -> URL ","positive"
"2013-01-28 04:09:15","$WFC - Nothing. Still watching for a buy signal. More here -> URL ","positive"
"2013-01-28 04:09:47","$WAC - Down to near the 50 DMA. Great group.  More here -> URL ","positive"
"2013-01-28 04:23:24","Has anyone shorted $ONP?","negative"
"2013-01-28 04:25:08","$CRM should be a good SWING trade on move above 175 with VOLUME.","positive"
"2013-01-28 06:02:55","Recent breakouts in $DNKN $GMCR $SBUX appear to be the start of a group move. Still forming big cup bases. $JVA also on watch.","positive"
"2013-01-28 06:03:38","$INVN huge accumulation with no selling since July low. Starting to form right side of deep long consolidation pattern. On watch.","positive"
"2013-01-28 12:19:00","$N setting up beautifully  URL ","positive"
"2013-01-28 13:14:40","$ARO Long Setup (Rising 3-methods Candle Pattern):  URL ","positive"
"2013-01-28 13:18:25","$CAT worth eyeing today - could see breaking back above $100+ soon  URL ","positive"
"2013-01-28 13:20:04","$JOSB just hitting its 50/50 risk profile on quant macro view, 29.50-33.50 marks model base with oscillation zone, still room below $$","negative"
"2013-01-28 13:21:00","$JOSB outlier risk profile closer to $24 so will be interesting to see what happens as folks exit options they've written $$","negative"
"2013-01-28 13:47:12","$SPX $COMPQ $INDU $CAT $AAPL Wall Street futures were unchanged with the results of Caterpillar and the threat of Fitch URL ","positive"
"2013-01-28 14:02:24","If u believe $AAPL was dropping clues pre-earnings, then @user says you should be watching $FB now URL ","positive"
"2013-01-28 14:16:31","""@user: $CAT Sorry, this e/r is NOT good and I'm not saying just because I have puts.  Nice wide guidance kitty cat.""","negative"
"2013-01-28 14:33:17","$GGC from watch list with a gap open and volume already 35% of ave full day  URL ","positive"
"2013-01-28 14:42:09","$DDD NICE buying opp on dip back - re-entry i had been waiting for","positive"
"2013-01-28 14:42:33","$ARUN 20% short float. may be a runner today URL ","positive"
"2013-01-28 14:55:57","$BAC rolling over, could see 11.02 again. Bulls have to wait for a better setup here","negative"
"2013-01-28 15:00:37","Take Profits & Tighten stops. LSA indicating major correction looms. URL $OCN $NSM $REGN $BIDU $GMCR $FB $LNKD","negative"
"2013-01-28 15:26:28","Added $DLTR on break of $41.31","positive"
"2013-01-28 15:30:44","keep an eye on $SBUX for possible intraday bottom at support on the daily. Like stock if it can hold URL ","positive"
"2013-01-28 15:33:27","Leading Stocks lagging $ES_F much worse then usual for this rally. $DDD $SSYS $SODA $QIHU $RYL $LPX $KORS $FLT $INVN URL ","negative"
"2013-01-28 15:36:01","$AAPL we are back baby...largest company in the world.  dousing myself in oil to celebrate and booking fridays daytrade","positive"
"2013-01-28 15:39:26","$DDD - setting up an awesome looking bear flag.... URL ","negative"
"2013-01-28 15:48:55","$MIDD: Long @ 97.69. Trailing Stop @ 122.65 from 11 Stops of 118.01, 115.61, 113.95, 110.38, 99.33 ... 90.46 & 87.31 URL ","positive"
"2013-01-28 15:51:36","Closed all my $ALNY calls today... looking to re-enter on a pull back. $$","negative"
"2013-01-28 15:53:12","Screw $GS ""utilization"" lag on $BPL, I think it's a solid buy! Look at that div, and MLP's are hot right now. Oil still needs to be moved $$","positive"
"2013-01-28 15:58:18","$DDD bear flag worked very well there...broke and went to 60.55....quick money....","negative"
"2013-01-28 15:59:28","$MAR broke YHOD earlier & is going higher.","positive"
"2013-01-28 16:02:02","$WHR we are at the 38.2% retrace here URL ","positive"
"2013-01-28 16:02:22","$UVXY We are Calling the $AAPL bottom in...","negative"
"2013-01-28 16:07:01","$ZNGA on the move!","positive"
"2013-01-28 16:11:26","$CERN is setting up near 52-week highs URL ","positive"
"2013-01-28 16:12:03","In fact I'm going short 100 shares of $ALNY up here, with a public stop at 25.11, open downside target working off of call option profits $$","negative"
"2013-01-28 16:17:32","$xrx golden crossing imminent 50sma and 200sma","positive"
"2013-01-28 16:47:13","$AAPL Low risk with a tight stop here however would like to see this one get some follow through (today) to better confirm.","positive"
"2013-01-28 16:54:14","$AET also looks like it has an upwards reversal in the making here","positive"
"2013-01-28 16:59:20","@user FTC decision on FHTM will have ripples throughout the whole industry dumb dumb! $HLF $NUS $USNA","negative"
"2013-01-28 17:10:46","$VHC also getting an upwards reversal intraday, looks good if it can break HoD from the morning","positive"
"2013-01-28 17:14:12","been holding this $ZNGA long since like dec.. 2.75-2.70 is big resistance.. if it holds abv itll go to 3","positive"
"2013-01-28 17:25:43","$LNKD what a hot piece of bullflag! URL ","positive"
"2013-01-28 17:52:42","$GS daily. See if you can get a tweezer top into the ABCD reversal here for a short next few days URL ","negative"
"2013-01-28 17:54:52","$GRPN close to magic 5.40 may popski to new levels trending trade","positive"
"2013-01-28 18:01:08","$AAPL We will close this gap before the rally IMHO...","negative"
"2013-01-28 18:12:52","it started ugly for $NFLX today, even though you saw higher at open,  URL ","negative"
"2013-01-28 18:23:27","$HRB H&R Block makes bets on 11%+ up move by April URL ","positive"
"2013-01-28 18:31:35","$AEZS new hod bought more 2.78 2.79 2.80 - target 3.50++ now - holding it overnight","positive"
"2013-01-28 18:39:50","$HLF $NUS $USNA are in deep trouble here, Fortune sold the exact same BS supplements, they held them up in the press conference!","negative"
"2013-01-28 18:42:12","$PCLN while I didnt promise to fill short target in a day here we are !  shouldnt be a shock at all. URL ","negative"
"2013-01-28 18:44:11","$LMT (really) ugly today; downside volume with nobody making doji accumulation attempts. 65 min URL ","negative"
"2013-01-28 18:53:58","Added short $LTM to portfolio","negative"
"2013-01-28 18:54:54","Definitely a major top/high in today on 3d printing.  back to show me period on this group.have an exit plan on rallies methinks $DDD $SSYS","negative"
"2013-01-28 19:05:01","@user $UEPS is a South African payment system company... not really the same as $KCG, not even technically... DON""T BUY!","negative"
"2013-01-28 19:06:27","$VRNG may go green today and test high 3.29 long today's buy at 3.18","positive"
"2013-01-28 19:24:55","$PETM Looks like water coming out of a garden hose... URL ","negative"
"2013-01-28 20:06:11","$ALNY weird action... seems like it's artificially stuck at $25... $$","negative"
"2013-01-28 20:36:32","$YHOO  can it break this 10y channel and 21-22 $ resistance? mid term bearish until proven otherwise URL ","negative"
"2013-01-28 20:37:28","$FURX was the other big morning gapper","positive"
"2013-01-28 20:42:40","$RSH going hard ya baby !!!","positive"
"2013-01-28 20:45:39","good end of day volume coming into $DECK and $MAKO","positive"
"2013-01-28 21:05:36","watch $CRM ss on $VMW","negative"
"2013-01-28 21:09:07","seller stepped down to 89.25 in $vmw.","negative"
"2013-01-28 21:12:12","$ILMN good earnings and 23% short.  looking for a move up here.","positive"
"2013-01-28 21:14:25","$AAPL DownTrend if After Market = Bullish Sentiment For Tomorrow !","negative"
"2013-01-28 21:32:07","My pal @user has been long and strong $YHOO from $15 my axe on the stock.  Took much abuse.","positive"
"2013-01-28 22:10:18","""@user: time to get out of the #cloud stocks $VMW $CRM""  ~~> valuations finally coming to earth...thankyou...","negative"
"2013-01-28 22:58:18","$AMZN- Bearish set up ahead of earnings. TCT members I will be writing a note this evening re: trade URL ","negative"
"2013-01-28 23:05:08","$LNKD 130 is very close and may try to get close any more upside from here start scaling into a short target 120","negative"
"2013-01-28 23:32:58","$INVN $CREE - wait for slowing volume and a red bar - and these 2 will move down identical - easy $$","negative"
"2013-01-28 23:34:21","$MOV this may be the best of the best - volume slowing - red bars 2 of them - mkt drop 100 points this = cliff dive for 5 or more points","negative"
"2013-01-28 23:48:51","$AMZN has the new look of what $AAPL had when it start the plumment","negative"
"2013-01-28 23:49:30","$GOOG here is the leader of the pack for the ride down gap fill to 710 coming any higher is a joke","negative"
"2013-01-29 02:14:00","The gap fill at 53.47 for $DDD is certain. This is where ride the profits thesis gets tested.","negative"
"2013-01-29 02:19:35","Nice action here #all time high $CRM #technology $IGV $FDN $SKYY $MTK $RYT #salesforce.com URL ","positive"
"2013-01-29 02:24:55","Sorry $AAPL, the #BlackBerryZ10 Is Hotter Than the #iPhone URL $RIMM","positive"
"2013-01-29 02:28:37","New Blog Post - 'What Could go WRONG...And What if Apple is Still Leading the Market?' URL $aapl $spy $qqq","negative"
"2013-01-29 02:44:27","watch for a weekly close Friday above resistance, then go PIG OUT! $MCD $DIA $DJIA #FATTY #UMMM URL ","positive"
"2013-01-29 03:15:41","$ASGN over $24.19 URL ","positive"
"2013-01-29 03:32:32","$AAPL range is 500 to 350 - can go towards to lower end","negative"
"2013-01-29 03:34:18","There is profit in social gaming...ask my pal @user founder of @user URL (how is that @user an advisor .... ) $EA","positive"
"2013-01-29 05:06:28","$DDD this is why trend matters.  URL ","negative"
"2013-01-29 06:58:36","For those who did not have a chance to buy $GLUU any pull back is your buying opportunity URL ","positive"
"2013-01-29 07:01:54","$ZNGA broke out of a consolidation range to the upside. I don't see anything until the $3-$3.06 area URL ","positive"
"2013-01-29 07:04:15","$GEVO Pullback on very low volume. All dips should be bought with a stop $1.75.Watch for next leg up URL ","positive"
"2013-01-29 11:01:07","$DDD still falling in pre-market.","negative"
"2013-01-29 13:42:37","Time to all in short $RAX $AMZN $NTAP $IBM. #cloud-is-dead, iPads now coming in 128Gb version $AAPL Really Tim? That's all you've got? $$","negative"
"2013-01-29 13:47:10","$NUGT #FED up to bat... $JPM $HSBC headed into Comex & LME for todays bashing","negative"
"2013-01-29 13:51:42","$AAPL we knew these 440 calls purchased yesterday were the right move. AAPL NEEDED to save their stock with a release like this temporarily","positive"
"2013-01-29 13:56:24","@user Sorry but only innovative thing $AAPL has done over last 2yrs is change size, shape, memory size, crappy map, & snippy siri.","negative"
"2013-01-29 14:47:21","BTO $AMZN Feb 16 210 puts for 1. Rolling the dice!","negative"
"2013-01-29 14:52:36","like that consol above 455 for $aapl. stop is below 454","positive"
"2013-01-29 14:54:12","$mrge flag break. like this look here added a few 2.88 URL ","positive"
"2013-01-29 14:55:59","$DVN Breaking out from this saucer base. like toward 58 URL ","positive"
"2013-01-29 14:56:26","$YHOO  Yahoo is a Liberal hangout. History shows us that those who love big government always lose out in the end.","negative"
"2013-01-29 15:08:12","$yhoo  short term buyers speculating on a $NFLX type move up are fleeing here. Rental traders shaking out here, long term investors shud buy","positive"
"2013-01-29 15:09:41","$YHOO short interest ratio is skewed because there are less shares outstanding since buyback imo","positive"
"2013-01-29 15:10:31","$AUDJPY - sitting here with my $SPY puts and $ENOC. Only positions. URL ","negative"
"2013-01-29 15:10:50","""@user: If you bought my stock of the year $HES, you are now up 26% YTD - sell at least 1/2"" $$","positive"
"2013-01-29 15:18:09","$GS my trade against the 8SMA from yesterday is paying today. Volume is above average too. Will trim some.","positive"
"2013-01-29 15:18:21","$KERX trying a short 8.47 filled and more at 8.57 with a .10 stop","negative"
"2013-01-29 15:19:44","Red Weekly Triangle on $PBY,....Net Profit $ 19,140.00 (16.48%) URL ","negative"
"2013-01-29 15:23:40","$yhoo Will Brokerages come out with Upgrades/Downgrades this week? Will they Upgrade or Downgrade the stock? could make + or- 3 point diff","positive"
"2013-01-29 15:42:44","Green Weekly Triangle on $PBY,....Open Sell Short at 10.95 URL ","negative"
"2013-01-29 15:58:09","$DDD wow - nice swing if you caught the bottom pre market","positive"
"2013-01-29 16:07:55","Green Weekly Triangle on $KTOS,...Net Profit $1,236.00 (1.22%) Ugly Profit URL ","positive"
"2013-01-29 16:11:32","$AMZN 1,200 lot bid in the Feb weekly 255P. 27 delta, could push market down or create resistance in the stock. Will probably bid up IV","negative"
"2013-01-29 16:45:37","$AAPL ready...460 c 5.05","positive"
"2013-01-29 16:49:26","$DECK pulling back for possible good entry long calls I like DECK130216C40 at 1.95 run into earnings URL ","positive"
"2013-01-29 17:00:47","Procter $PG breaks out - Today up 1.37% - It's one of my biggest positons with over 4% portfolio share. How big is Procter for you?","positive"
"2013-01-29 17:06:34","Green Weekly Triangle on $AMPE,....Net Profit $ 22,293.00 (18.42%) URL ","positive"
"2013-01-29 17:22:21","$CLSN 413K worth sold in block trades so far today... The Celsion roller coaster is making people sick on here... URL ","positive"
"2013-01-29 17:22:41","$GNRC (power generators) is perking up again","positive"
"2013-01-29 17:31:22","$CLSN Buying more!","positive"
"2013-01-29 18:00:25","$MDSO - Long @ $27.51. Trailing Stop @ 37.67 from 9 prior Stops of 37.11, 37.00, 31.30 ... 27.51, 25.15 and 22.79 - URL ","positive"
"2013-01-29 18:02:10","$kbh breakout coming? Next stop $23?","positive"
"2013-01-29 18:13:46","$GS Rippin' good today","positive"
"2013-01-29 18:50:26","$DE continues to make new highs since breaking out on 1/2 URL ","positive"
"2013-01-29 18:51:49","$GOOG holding up well","positive"
"2013-01-29 18:55:46","$GS is a no brainer trade to 149+ pretty soon.","positive"
"2013-01-29 19:02:25","$GS Goldman breaking out of EBV-2. Good sign for GS and the market. URL ","positive"
"2013-01-29 19:07:55","$GS is breaking out of bull flag. Low volume but technicals look good URL ","positive"
"2013-01-29 19:17:01","$TUES strong run up to resistance, moving stop up again URL ","positive"
"2013-01-29 19:27:33","Long positions: $ARNA $FB $HES $RIMM $SHLD $WCRX","positive"
"2013-01-29 19:34:26","$CERN chomping at the bit here to clear 84 at the 78.6% retrace, earnings next Tuesday 2/5 URL ","positive"
"2013-01-29 19:38:57","$GS all of all remaining calls. Will revisit later. Looks good though.","positive"
"2013-01-29 19:39:10","$AAPL Dow Theory = ""Volume must confirmed the trend"" (When the volume doesn't support the trend) URL ","negative"
"2013-01-29 19:57:27","$AMZN how low will it go?","negative"
"2013-01-29 20:14:29","$GOOG deciding what strike to buy into the close for calls. $AAPL has been flagging since yesterday.","positive"
"2013-01-29 20:44:53","$MUR - the breakout updated  URL ","positive"
"2013-01-29 20:49:52","$GPOR on watch list at the line with volume of 75% of average full day  URL ","positive"
"2013-01-29 20:50:48","$UVXY $GS just keeps buying $ES_F futures contracts with #FED funny money - why fight it?","negative"
"2013-01-29 20:54:53","in $GEVO.","positive"
"2013-01-29 21:07:34","@user good, because that is what I did today, it is in a green weekly triangle since Jan 23 $SNSS","negative"
"2013-01-29 21:08:11","like is said....don't fight the jungle. $AMZN","positive"
"2013-01-29 21:08:49","Didn't plan on holding these $MSFT Apr. calls overnight again, but when do things ever go as planned?","positive"
"2013-01-29 21:09:02","$AMZN a fool's errand","positive"
"2013-01-29 21:14:15","Tops- :  $HPQ (-3,17%) &  $CSCO (-1,38%)","negative"
"2013-01-29 21:18:00","Jeff Bezo's the wizard...it's all about Gross Margins and theirs are getting less gross...AMAZON reads Wall Street's minds $AMZN","negative"
"2013-01-29 21:39:19","Boy if $aapl had beat I would be having a hell of a January :) ... ahhhh, the markets !","positive"
"2013-01-29 22:43:11","""@user: Solar Stock Sector Bottoming... $TAN $TSL $FSLR $STP URL ","positive"
"2013-01-29 22:46:33","Market loves $AMZN for showing its middle finger to Dumb Media","positive"
"2013-01-29 23:13:27","$CHK  Confirming the expectation.  Other set ups that I like:  $RIMM $COST $AAPL etc. URL ","positive"
"2013-01-29 23:18:35","Red Weekly Triangle on $SNSS,....Net Profit $ 16,644.00 (9.17%) URL ","negative"
"2013-01-29 23:19:14","$AMZN has spent 15 yrs not caring about qtr to qtr. Others can't turned on a dime and say we do that from now on.","positive"
"2013-01-29 23:35:13","""@user: $RIMM ""I love to short"", They are just revealing a phone (that everyone has seen it does not make you younger) think ip5 $aapl","negative"
"2013-01-29 23:53:29","$PCLN up 8 points since this short call on ST - 700 so close - magic number will break it hard down same way did up - 10 more pts to go","negative"
"2013-01-29 23:59:04","$GOOG patience still here - mkt goes red big so does this","negative"
"2013-01-29 23:59:31","""@user: $XOM - target 89.50 - mkt goes red big tomorrow so does this - lead the pack down","negative"
"2013-01-30 00:13:17","""If you've been playing poker for half an hour and you still don't know who the patsy is, you're the patsy.""? Buffett on $AMZN shorties","positive"
"2013-01-30 01:25:52","Market Wrap Video + Additions to Watch List URL including: $FLS, $JCP, $LL, $NAVB, $VMC","positive"
"2013-01-30 01:40:13","$AMZN, Hunting elephants,,,a plan, patience, execution, patience, and more patience... URL ","negative"
"2013-01-30 02:34:02","Speaking of vehicles, this going on my bucket list $DE $HOG #Harley #Deere #love their new venture! URL ","positive"
"2013-01-30 03:29:36","$MCRS triggered last week and is pulling back on lighter volume so watch for reversal by support  URL ","positive"
"2013-01-30 04:53:46","Man $AMZN is so great, even the Fed is hosted on an ec2 instance.","positive"
"2013-01-30 06:58:09","$BAC See some negative price action here tomorrow most likely.","negative"
"2013-01-30 11:55:57","From Nasdaq site : $NVDA NVIDIA Building iPhone and iPad Competitors  URL ","positive"
"2013-01-30 13:27:54","Bought $UNH to open . Looks like a new trend","positive"
"2013-01-30 14:45:33","$FLS from watch list just over line with volume of 8% of full day average  URL ","positive"
"2013-01-30 14:48:07","$SD thx @user - daily  URL ","positive"
"2013-01-30 14:53:14","been talking $CSOD, keep your eye on it today","positive"
"2013-01-30 14:55:59","From @user: Hess has two proposed plans for unlocking value, and either looks promising for investors. $HES URL ","positive"
"2013-01-30 14:56:58","$NUGT Dumping pop on #FED $JPM and CB intervention in  $GLD $SLV $GDX $HUI $GOX $GDXJ","negative"
"2013-01-30 14:57:04","$AA $BA $HD Top + Dow Jones: Alcoa (+0,84%) & Boeing (+0,54%)","positive"
"2013-01-30 15:12:01","$RIMM lol $AAPL-tlye presentation - get creative guys","negative"
"2013-01-30 15:23:03","$MOTR $CBLI on top watchlist waiting for vol $MOTR above .50 and $CBLI over 1.68 see what happens","positive"
"2013-01-30 15:36:21","stopped out of $CRUS at 28.50 from 28.71 earlier sorry for the delay","negative"
